	iTRAQ8.113	iTRAQ8.114	iTRAQ8.115	iTRAQ8.116	iTRAQ8.117	iTRAQ8.118	iTRAQ8.119	iTRAQ8.121
P55084	1.30259227383541	2.38874241028262	2.1889857452302	1.51569919119435	1.19548525444953	2.08079107230965	1.88240642223954	2.35358601117529
P57088	-0.034268649766954	1.64335988169225	1.75433925913529	1.38419618467036	0.911528164063949	2.20604681695006	1.4667906522177	2.08268843798824
P60842	1.69293901502501	2.62977946460187	3.14969566999756	2.18728907038347	2.48598889497902	2.33422809215211	2.93769559094985	3.50176770191019
P61204, P84077	0.224472995279076	0.727539372228359	1.17764465356037	0.0212358330604498	0.364712795853741	0.440218776349743	0.408768460270451	1.23837275760612
P61978	-0.754067677981916	-0.166375526509592	-0.199774161874204	-0.169151873740443	-0.0268784410991582	-1.42121241200558	-0.236483475597385	0.216631605840337
P62191	-1.26030461570316	-0.503006655946365	0.687635894628428	-0.877671813155645	-0.734360082269564	0.0666874317454588	-0.550058569830558	0.455935037793427
P62805	0.0792954856016156	1.48319203981374	1.90691481191128	0.564980554664297	1.9922761884345	1.36562376035229	1.7643385142533	2.49674896248979
P68104, Q05639, Q5VTE0	5.39503158843125	6.24904738893182	7.37351976738844	6.2582912108656	6.72254001785107	4.9581598787594	6.64251392734161	6.59460306950909
P68363, P68366, Q71U36, Q9BQE3	-0.834125265662223	-0.168762562295999	0.340160404228254	-1.32463043761426	-0.471938655369406	-0.40482602618094	-0.354737816665573	0.373800998674421
P78527	0.262524069533617	2.10360124852986	2.4202268041345	0.862859620336534	1.73343055501089	0.705141046456428	2.13106323875404	2.59598587500382
P85037	-0.789837126004662	0.765687971349659	0.606501675556201	-0.280589286053059	0.594510670965519	-0.108101418274427	0.53362797072152	0.941927849102462
P98160	-1.04108697110826	0.326041944804604	-0.0662084135379058	-0.903677230877929	-0.886005121016852	-1.33243162542104	0.00453257886098521	-1.70482231547627
P99999	0.367809883542683	1.18646683433138	1.23308981301862	0.758216922704388	1.36791971075221	1.25645362945266	1.35035851745975	2.33497119960386
Q00765	-1.18890667206818	-1.02695863053484	-0.124904365195395	-1.2386249271773	0.512492401093398	-0.508768914149934	-0.69182794708721	0.0413123760893814
Q01082	1.39772348846474	1.06516164467541	2.35065873075119	1.03705159991497	1.37470282623821	1.08258828657784	2.01294259203978	1.59505701061317
Q01813	-0.377218788842489	-0.792450370545265	0.734229968194978	-0.786345941984671	-0.368568065314433	-1.11488009721946	-1.27159702478438	-1.38954167002589
Q02543	-1.66544503666192	-0.980068719428124	0.0962538131114651	-1.9241240349566	-1.00849204153369	-0.303271898962498	-0.461302238002244	0.499316181288256
Q04671	1.58687169166069	1.09531942882678	0.950819108779592	2.32046779422867	3.17298698793565	3.83106376080828	1.88367855327956	4.4776248814372
Q12846	-1.19321172129861	-1.13461403735599	-1.04730292441301	-1.4757014437287	-1.24521655112702	-1.71228993171706	-1.29151464373087	-1.04782565895373
Q12996	0.024729134659097	1.01511406348776	1.51508749194868	-0.00972783423504715	0.869253658786727	1.88627074784052	1.17999410323438	1.72253789458398
Q13418	0.5218173558648	2.08060386456651	1.2118930842182	-0.110057967770297	0.576651514094101	1.79642116864011	2.51245412206438	0.870054829136577
Q13423	1.39973121752543	2.45581858761914	3.15139477847672	2.49019251634806	2.23915972460065	2.16291038826276	1.97873774689904	1.86849048309369
Q13610	-0.477105800716691	-0.0680494777368139	0.86090928665473	-1.6401931234195	0.0981165223413213	-0.36681991003184	0.598292906222246	1.53818555924751
Q13618	-0.781796358749801	-0.918531081293281	0.224254872217086	-1.2397845980403	-0.58549454108139	-0.748791737274095	-0.383423197475984	0.558720597212465
Q13813	1.64545344569519	-0.500275251461261	0.944448809818088	-1.51150727557016	-0.0707518357335317	-1.23773229601835	0.212944625379471	0.551144982731447
